paperId,title,authors,venue,year,month,primaryUrl,pdfUrl,tags
arxiv:2510.04607v1,"A Case for Declarative LLM-friendly Interfaces for Improved Efficiency
  of Computer-Use Agents","Yuan Wang, Mingyu Li, Haibo Chen",arXiv,2025,10,http://arxiv.org/abs/2510.04607v1,http://arxiv.org/pdf/2510.04607v1,"agent,planning"
arxiv:2510.04542v1,Code World Models for General Game Playing,"Wolfgang Lehrach, Daniel Hennes, Miguel Lazaro-Gredilla, Xinghua Lou, Carter Wendelken, Zun Li, Antoine Dedieu, Jordi Grau-Moya, Marc Lanctot, Atil Iscen, John Schultz, Marcus Chiam, Ian Gemp, Piotr Zielinski, Satinder Singh, Kevin P. Murphy",arXiv,2025,10,http://arxiv.org/abs/2510.04542v1,http://arxiv.org/pdf/2510.04542v1,"agent,planning,reasoning"
arxiv:2510.04303v2,"Audit the Whisper: Detecting Steganographic Collusion in Multi-Agent
  LLMs",Om Tailor,arXiv,2025,10,http://arxiv.org/abs/2510.04303v2,http://arxiv.org/pdf/2510.04303v2,"agent,benchmark,multi-agent,workflow"
arxiv:2510.04284v1,"Doctor-R1: Mastering Clinical Inquiry with Experiential Agentic
  Reinforcement Learning","Yunghwei Lai, Kaiming Liu, Ziyue Wang, Weizhi Ma, Yang Liu",arXiv,2025,10,http://arxiv.org/abs/2510.04284v1,http://arxiv.org/pdf/2510.04284v1,"agent,benchmark,evaluation,multi-agent"
arxiv:2510.03847v1,"Small Language Models for Agentic Systems: A Survey of Architectures,
  Capabilities, and Deployment Trade offs","Raghav Sharma, Manan Mehta",arXiv,2025,10,http://arxiv.org/abs/2510.03847v1,http://arxiv.org/pdf/2510.03847v1,"agent,evaluation,planning,reasoning,tool-use"
arxiv:2510.03776v1,"Trajectory prediction for heterogeneous agents: A performance analysis
  on small and imbalanced datasets","Tiago Rodrigues de Almeida, Yufei Zhu, Andrey Rudenko, Tomasz P. Kucner, Johannes A. Stork, Martin Magnusson, Achim J. Lilienthal",arXiv,2025,10,http://arxiv.org/abs/2510.03776v1,http://arxiv.org/pdf/2510.03776v1,agent
arxiv:2510.03217v1,"Abstain and Validate: A Dual-LLM Policy for Reducing Noise in Agentic
  Program Repair","José Cambronero, Michele Tufano, Sherry Shi, Renyao Wei, Grant Uy, Runxiang Cheng, Chin-Jung Liu, Shiying Pan, Satish Chandra, Pat Rondon",arXiv,2025,10,http://arxiv.org/abs/2510.03217v1,http://arxiv.org/pdf/2510.03217v1,agent
arxiv:2510.03064v1,"Comparative Analysis of Parameterized Action Actor-Critic Reinforcement
  Learning Algorithms for Web Search Match Plan Generation","Ubayd Bapoo, Clement N Nyirenda",arXiv,2025,10,http://arxiv.org/abs/2510.03064v1,http://arxiv.org/pdf/2510.03064v1,benchmark
arxiv:2510.02837v1,"Beyond the Final Answer: Evaluating the Reasoning Trajectories of
  Tool-Augmented Agents","Wonjoong Kim, Sangwu Park, Yeonjun In, Sein Kim, Dongha Lee, Chanyoung Park",arXiv,2025,10,http://arxiv.org/abs/2510.02837v1,http://arxiv.org/pdf/2510.02837v1,"agent,benchmark,evaluation,reasoning,tool-use"
arxiv:2510.05157v1,"Adversarial Reinforcement Learning for Offensive and Defensive Agents in
  a Simulated Zero-Sum Network Environment","Abrar Shahid, Ibteeker Mahir Ishum, AKM Tahmidul Haque, M Sohel Rahman, A. B. M. Alim Al Islam",arXiv,2025,10,http://arxiv.org/abs/2510.05157v1,http://arxiv.org/pdf/2510.05157v1,"agent,autonomy,evaluation"
arxiv:2510.01141v1,Apriel-1.5-15b-Thinker,"Shruthan Radhakrishna, Aman Tiwari, Aanjaneya Shukla, Masoud Hashemi, Rishabh Maheshwary, Shiva Krishna Reddy Malay, Jash Mehta, Pulkit Pattnaik, Saloni Mittal, Khalil Slimi, Kelechi Ogueji, Akintunde Oladipo, Soham Parikh, Oluwanifemi Bamgbose, Toby Liang, Ahmed Masry, Khyati Mahajan, Sai Rajeswar Mudumba, Vikas Yadav, Sathwik Tejaswi Madhusudhan, Torsten Scholak, Sagar Davasam, Srinivas Sunkara, Nicholas Chapados",arXiv,2025,10,http://arxiv.org/abs/2510.01141v1,http://arxiv.org/pdf/2510.01141v1,"benchmark,evaluation,reasoning,tool-use"
arxiv:2510.01051v1,GEM: A Gym for Agentic LLMs,"Zichen Liu, Anya Sims, Keyu Duan, Changyu Chen, Simon Yu, Xiangxin Zhou, Haotian Xu, Shaopan Xiong, Bo Liu, Chenmien Tan, Chuen Yang Beh, Weixun Wang, Hao Zhu, Weiyan Shi, Diyi Yang, Michael Shieh, Yee Whye Teh, Wee Sun Lee, Min Lin",arXiv,2025,10,http://arxiv.org/abs/2510.01051v1,http://arxiv.org/pdf/2510.01051v1,"agent,benchmark,evaluation,tool-use"
arxiv:2510.00615v2,ACON: Optimizing Context Compression for Long-horizon LLM Agents,"Minki Kang, Wei-Ning Chen, Dongge Han, Huseyin A. Inan, Lukas Wutschitz, Yanzhi Chen, Robert Sim, Saravan Rajmohan",arXiv,2025,10,http://arxiv.org/abs/2510.00615v2,http://arxiv.org/pdf/2510.00615v2,"agent,memory,reasoning,tool-use"
arxiv:2510.00507v2,"Graph2Eval: Automatic Multimodal Task Generation for Agents via
  Knowledge Graphs","Yurun Chen, Xavier Hu, Yuhan Liu, Ziqi Wang, Zeyi Liao, Lin Chen, Feng Wei, Yuxi Qian, Bo Zheng, Keting Yin, Shengyu Zhang",arXiv,2025,10,http://arxiv.org/abs/2510.00507v2,http://arxiv.org/pdf/2510.00507v2,"agent,evaluation,multi-agent,reasoning,tool-use"
